 Pincode,State Code,Dispatch Center,Prepaid,Reverse Pickup,REPL,COD,Cash,fm_serviceble
532430,,Narasannapeta_SridviNgr_D (Andhra Pradesh),Y,Y,Y,Y,Y,True
532432,,Narasannapeta_SridviNgr_D (Andhra Pradesh),Y,Y,Y,Y,Y,True
532440,,Palakonda_VadaiDPP_D (Andhra Pradesh),Y,Y,N,Y,N,True
532443,,Palakonda_VadaiDPP_D (Andhra Pradesh),Y,Y,N,Y,N,True
532445,,Palakonda_VadaiDPP_D (Andhra Pradesh),Y,Y,N,Y,N,True
532455,,Palakonda_VadaiDPP_D (Andhra Pradesh),Y,Y,N,Y,N,True
532456,,KotturuAP_NivagamRd_DPP (Andhra Pradesh),Y,Y,Y,Y,Y,False
532457,,KotturuAP_NivagamRd_DPP (Andhra Pradesh),Y,Y,Y,Y,Y,False
532459,,KotturuAP_NivagamRd_DPP (Andhra Pradesh),Y,Y,Y,Y,Y,False
532460,,Palakonda_VadaiDPP_D (Andhra Pradesh),Y,Y,N,Y,N,True
532461,,Palakonda_VadaiDPP_D (Andhra Pradesh),Y,Y,N,Y,N,True
532462,,Palakonda_VadaiDPP_D (Andhra Pradesh),Y,Y,N,Y,N,True
532474,,Narasannapeta_SridviNgr_D (Andhra Pradesh),Y,Y,Y,Y,Y,True
533008,,Kakinada_BeachRoad_D (Andhra Pradesh),Y,Y,Y,Y,Y,True
533251,,Malikipuram_PallalmmaTemple_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
533286,,Gokavaram_MuraliNagar_D (Andhra Pradesh),Y,Y,N,Y,N,True
533287,,Gokavaram_MuraliNagar_D (Andhra Pradesh),Y,Y,N,Y,N,True
533288,,Rampachodavaram_Horeb_DPP (Andhra Pradesh),Y,Y,N,Y,N,True
533343,,Bikkavolu_Ryavrm_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
533344,,Bikkavolu_Ryavrm_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
533406,,Kathipudi_MainRd_D (Andhra Pradesh),Y,Y,Y,Y,Y,True
533429,,Yerravaram_DurgaTemple_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
533430,,Yerravaram_DurgaTemple_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
533431,,Yerravaram_DurgaTemple_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
533432,,Yerravaram_DurgaTemple_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
533436,,Koyyuru_KoyuruRd_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
533444,,Kathipudi_MainRd_D (Andhra Pradesh),Y,Y,Y,Y,Y,True
533445,,Yerravaram_DurgaTemple_DPP (Andhra Pradesh),Y,Y,Y,Y,Y,False
533446,,Kathipudi_MainRd_D (Andhra Pradesh),Y,Y,Y,Y,Y,True
533447,,Kothapalli_Vaakathippa_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
533448,,Kothapalli_Vaakathippa_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
533449,,Kathipudi_MainRd_D (Andhra Pradesh),Y,Y,Y,Y,Y,True
534111,,Gopalapuram_Temple_D (Andhra Pradesh),Y,Y,Y,Y,Y,True
534195,,Ganapavaram_PeddaVerdiSt_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
534198,,Ganapavaram_PeddaVerdiSt_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
534260,,Palakollu_Pollapalli_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
534266,,Palakollu_Pollapalli_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
534267,,Palakollu_Pollapalli_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
534268,,Palakollu_Pollapalli_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
534269,,Palakollu_Pollapalli_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
534275,,Narsapur_RvrslClny_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
534280,,Narsapur_RvrslClny_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
534281,,Narsapur_RvrslClny_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
534313,,Gopalapuram_Temple_D (Andhra Pradesh),Y,Y,Y,Y,Y,True
534315,,Polavaram_GovHosptl_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
534316,,Gopalapuram_Temple_D (Andhra Pradesh),Y,Y,Y,Y,Y,True
534341,,Gopalapuram_Temple_D (Andhra Pradesh),Y,Y,Y,Y,Y,True
534351,,Kovvur_Dommeru_DPP (Andhra Pradesh),Y,Y,N,Y,N,True
534401,,Eluru_AutoNagar_I (Andhra Pradesh),Y,Y,N,Y,N,True
534425,,Eluru_AutoNagar_I (Andhra Pradesh),Y,Y,N,Y,N,True
534426,,DwarakaTirumala_PoliceStn_D (Andhra Pradesh),Y,Y,N,Y,N,True
534427,,Eluru_AutoNagar_I (Andhra Pradesh),Y,Y,N,Y,N,True
534437,,Eluru_AutoNagar_I (Andhra Pradesh),Y,Y,N,Y,N,True
534449,,DwarakaTirumala_PoliceStn_D (Andhra Pradesh),Y,Y,N,Y,N,True
534452,,Eluru_AutoNagar_I (Andhra Pradesh),Y,Y,N,Y,N,True
534456,,Aswaraopeta_VKDVSRClg_D (Telangana),Y,Y,N,Y,N,True
535101,,Garividi_Koduru_DPP (Andhra Pradesh),Y,Y,N,Y,N,True
535148,,SKota_VizainagaramRd_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
535160,,SKota_VizainagaramRd_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
535183,,Visakhapatnam_AutoNgr_L (Andhra Pradesh),Y,Y,Y,Y,Y,True
535204,,Bhogapuram_UnionBank_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
535213,,Bhogapuram_UnionBank_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
535216,,Bhogapuram_UnionBank_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
535220,,Garividi_Koduru_DPP (Andhra Pradesh),Y,Y,N,Y,N,True
535221,,SKota_VizainagaramRd_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
535240,,Padmanabham_Bhandvprm_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
535523,,Kurupam_MainRd_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
535534,,Kurupam_MainRd_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
535594,,Rajayyapeta_Ravada_DPP (Andhra Pradesh),Y,Y,N,Y,N,False
560001,,Bangalore_Chickpet_L (Karnataka),Y,Y,Y,Y,Y,True
560002,,Bangalore_Chickpet_L (Karnataka),Y,Y,Y,Y,Y,True
560018,,Bangalore_Chickpet_L (Karnataka),Y,Y,Y,Y,Y,True
560019,,Bangalore_Chickpet_L (Karnataka),Y,Y,Y,Y,Y,True
560025,,Bangalore_Chickpet_L (Karnataka),Y,Y,Y,Y,Y,True
560042,,Bangalore_Chickpet_L (Karnataka),Y,Y,Y,Y,Y,True
560075,,Bangalore_EsselGardens_L (Karnataka),Y,Y,Y,Y,Y,True
560113,,Bangalore_EsselGardens_L (Karnataka),Y,Y,Y,Y,Y,True
560115,,Bangalore_SoukyaNew_L (Karnataka),Y,Y,Y,Y,Y,True
561205,,Doddaballapura_RangppCir_D (Karnataka),Y,Y,Y,Y,Y,True
562120,,Magadi_NESCircle_DPP (Karnataka),Y,Y,N,Y,N,False
562163,,Doddaballapura_RangppCir_D (Karnataka),Y,Y,Y,Y,Y,True
562201,,Magadi_NESCircle_DPP (Karnataka),Y,Y,N,Y,N,False
571103,,Mysore_Yadvgiri_L (Karnataka),Y,Y,Y,Y,Y,True
571105,,Hunsur_ShabirNagar_D (Karnataka),Y,Y,N,Y,N,True
571134,,Hunsur_ShabirNagar_D (Karnataka),Y,Y,N,Y,N,True
571189,,Hunsur_ShabirNagar_D (Karnataka),Y,Y,N,Y,N,True
571425,,Maddur_Koppa_DPP (Karnataka),Y,Y,N,Y,N,False
571439,,Hanur_BandalliRd_DPP (Karnataka),Y,Y,N,Y,N,True
571443,,Hanur_BandalliRd_DPP (Karnataka),Y,Y,N,Y,N,True
571601,,Krishnarajngr_VlmkiNgr_D (Karnataka),Y,Y,N,Y,N,True
571602,,Krishnarajngr_VlmkiNgr_D (Karnataka),Y,Y,N,Y,N,True
571603,,Krishnarajngr_VlmkiNgr_D (Karnataka),Y,Y,N,Y,N,True
571604,,Krishnarajngr_VlmkiNgr_D (Karnataka),Y,Y,N,Y,N,True
571610,,Hunsur_ShabirNagar_D (Karnataka),Y,Y,N,Y,N,True
571617,,Krishnarajngr_VlmkiNgr_D (Karnataka),Y,Y,N,Y,N,True
572113,,Sira_Vidyangr_DPP (Karnataka),Y,Y,N,Y,N,True
572115,,Sira_Vidyangr_DPP (Karnataka),Y,Y,N,Y,N,True
572123,,Maddur_Koppa_DPP (Karnataka),Y,Y,N,Y,N,False
572125,,Sira_Vidyangr_DPP (Karnataka),Y,Y,N,Y,N,True
572135,,Sira_Vidyangr_DPP (Karnataka),Y,Y,N,Y,N,True
572137,,Sira_Vidyangr_DPP (Karnataka),Y,Y,N,Y,N,True
572139,,Sira_Vidyangr_DPP (Karnataka),Y,Y,N,Y,N,True
573103,,Arsikere_HsnRdDPP_D (Karnataka),Y,Y,N,Y,N,True
573112,,Banavara_BHRd_DPP (Karnataka),Y,Y,N,Y,N,False
573122,,Arsikere_HsnRdDPP_D (Karnataka),Y,Y,N,Y,N,True
573134,,Sakleshpur_HemavathiBdg_D (Karnataka),Y,Y,N,Y,N,True
574109,,Eedu_Mallanja_DPP (Karnataka),Y,Y,N,Y,N,False
574214,,Belthangady_UjreMnRd_DPP (Karnataka),Y,Y,N,Y,N,False
574217,,Belthangady_UjreMnRd_DPP (Karnataka),Y,Y,N,Y,N,False
574235,,Vitla_FawzBuldng_DPP (Karnataka),Y,Y,N,Y,N,False
574240,,Belthangady_UjreMnRd_DPP (Karnataka),Y,Y,N,Y,N,False
574253,,Vitla_FawzBuldng_DPP (Karnataka),Y,Y,N,Y,N,False
574325,,Puttur_TrinityHall_D (Karnataka),Y,Y,Y,Y,Y,True
576220,,Byndoor_Krmnjshwra_DPP (Karnataka),Y,Y,N,Y,N,False
577112,,Sringeri_Kalmetlu_DPP (Karnataka),Y,Y,N,Y,N,True
577123,,Sringeri_Kalmetlu_DPP (Karnataka),Y,Y,N,Y,N,True
577125,,Thirthahalli_NewCourt_DPP (Karnataka),Y,Y,N,Y,N,False
577132,,Mudigere_HesglDPP_D (Karnataka),Y,Y,N,Y,N,True
577139,,Sringeri_Kalmetlu_DPP (Karnataka),Y,Y,N,Y,N,True
577214,,Shikaripur_Channakeshav_DPP (Karnataka),Y,Y,N,Y,N,True
577232,,Thirthahalli_FishMktRd_DPP (Karnataka),Y,Y,N,Y,N,False
577246,,Thirthahalli_NewCourt_DPP (Karnataka),Y,Y,N,Y,N,False
577411,,Sringeri_Kalmetlu_DPP (Karnataka),Y,Y,N,Y,N,True
577414,,Thirthahalli_FishMktRd_DPP (Karnataka),Y,Y,N,Y,N,False
577415,,Thirthahalli_NewCourt_DPP (Karnataka),Y,Y,N,Y,N,False
577422,,Thirthahalli_FishMktRd_DPP (Karnataka),Y,Y,N,Y,N,False
577429,,Soraba_Dvyagodu_DPP (Karnataka),Y,Y,N,Y,N,True
577432,,Thirthahalli_NewCourt_DPP (Karnataka),Y,Y,N,Y,N,False
577436,,Thirthahalli_FishMktRd_DPP (Karnataka),Y,Y,N,Y,N,False
577440,,Thirthahalli_NewCourt_DPP (Karnataka),Y,Y,N,Y,N,False
577447,,Shikaripur_Channakeshav_DPP (Karnataka),Y,Y,N,Y,N,True
577448,,Thirthahalli_NewCourt_DPP (Karnataka),Y,Y,N,Y,N,False
577511,,Hiriyur_Vedvthingr_D (Karnataka),Y,Y,N,Y,N,True
577516,,Holesirigere_BaspattnvrCplx_DPP (Karnataka),Y,Y,N,Y,N,False
577598,,Hiriyur_Vedvthingr_D (Karnataka),Y,Y,N,Y,N,True
577599,,Hiriyur_Vedvthingr_D (Karnataka),Y,Y,N,Y,N,True
581106,,Byadagi_RattihalliRd_DPP (Karnataka),Y,Y,N,Y,N,True
581108,,Holalu_KEB_D (Karnataka),Y,Y,Y,Y,Y,True
581116,,Rattihalli_banshkriNgr_DPP (Karnataka),Y,Y,N,Y,N,False
581119,,Rattihalli_banshkriNgr_DPP (Karnataka),Y,Y,N,Y,N,False
581204,,Kalaghatgi_Machapur_DPP (Karnataka),Y,Y,N,Y,N,False
581206,,Kittur_Vidyagiri_DPP (Karnataka),Y,Y,N,Y,N,True
581210,,Rattihalli_banshkriNgr_DPP (Karnataka),Y,Y,N,Y,N,False
581327,,Honnavar_Prbhtngr_D (Karnataka),Y,Y,Y,Y,Y,True
581334,,Honnavar_Prbhtngr_D (Karnataka),Y,Y,Y,Y,Y,True
581335,,Honnavar_Prbhtngr_D (Karnataka),Y,Y,Y,Y,Y,True
581337,,Yellapur_Sigepal_DPP (Karnataka),Y,Y,N,Y,N,True
581338,,Honnavar_Prbhtngr_D (Karnataka),Y,Y,Y,Y,Y,True
581341,,Honnavar_Prbhtngr_D (Karnataka),Y,Y,Y,Y,Y,True
581342,,Honnavar_Prbhtngr_D (Karnataka),Y,Y,Y,Y,Y,True
581348,,Honnavar_Prbhtngr_D (Karnataka),Y,Y,Y,Y,Y,True
581361,,Honnavar_Prbhtngr_D (Karnataka),Y,Y,Y,Y,Y,True
581423,,Honnavar_Prbhtngr_D (Karnataka),Y,Y,Y,Y,Y,True
583132,,Gangavathi_CBSGanj_DPP (Karnataka),Y,Y,N,Y,N,True
583134,,Kotturu_JPNagarRd_DPP (Karnataka),Y,Y,N,Y,N,False
583216,,Holalu_KEB_D (Karnataka),Y,Y,Y,Y,Y,True
583217,,Holalu_KEB_D (Karnataka),Y,Y,Y,Y,Y,True
583220,,Ittigi_WardNo2_DPP (Karnataka),Y,Y,N,Y,N,False
583227,,Gangavathi_CBSGanj_DPP (Karnataka),Y,Y,N,Y,N,True
583233,,Hospet (Karnataka),Y,Y,N,Y,N,True
583235,,Gangavathi_CBSGanj_DPP (Karnataka),Y,Y,N,Y,N,True
583268,,Gangavathi_CBSGanj_DPP (Karnataka),Y,Y,N,Y,N,True
583282,,Gangavathi_CBSGanj_DPP (Karnataka),Y,Y,N,Y,N,True
583283,,Gangavathi_CBSGanj_DPP (Karnataka),Y,Y,N,Y,N,True
584130,,Gangavathi_CBSGanj_DPP (Karnataka),Y,Y,N,Y,N,True
584167,,Siruguppa_Yamaha_D (Karnataka),Y,Y,N,Y,N,True
585214,,Gurmatkal_Nryanpur_DPP (Karnataka),Y,Y,N,Y,N,False
585221,,Yadgir_ChittapurRd_DPP (Karnataka),Y,Y,N,Y,N,False
585223,,Shahapur_LxmiNgr_D (Karnataka),Y,Y,Y,Y,Y,True
585287,,Shahapur_LxmiNgr_D (Karnataka),Y,Y,Y,Y,Y,True
585309,,Shahapur_LxmiNgr_D (Karnataka),Y,Y,Y,Y,Y,True
587155,,Ramdurg_Busstnd_DPP (Karnataka),Y,Y,N,Y,N,True
591106,,Kittur_Vidyagiri_DPP (Karnataka),Y,Y,N,Y,N,True
591112,,Kittur_Vidyagiri_DPP (Karnataka),Y,Y,N,Y,N,True
591114,,Salahalli_BelagaviRd_DPP (Karnataka),Y,Y,N,Y,N,False
591115,,Kittur_Vidyagiri_DPP (Karnataka),Y,Y,N,Y,N,True
591118,,Kittur_Vidyagiri_DPP (Karnataka),Y,Y,N,Y,N,True
591123,,Ramdurg_Busstnd_DPP (Karnataka),Y,Y,N,Y,N,True
591127,,Ramdurg_Busstnd_DPP (Karnataka),Y,Y,N,Y,N,True
591130,,Salahalli_BelagaviRd_DPP (Karnataka),Y,Y,N,Y,N,False
591153,,Kittur_Vidyagiri_DPP (Karnataka),Y,Y,N,Y,N,True
591227,,Gokak_VivekanandNgr_D (Karnataka),Y,Y,N,Y,N,True
600131,,Chennai_Chrompet_L (Tamil Nadu),Y,Y,Y,Y,Y,True
603102,,Kalpakkam_Meiyur_DPP (Tamil Nadu),Y,Y,N,Y,N,True
603104,,Tirukalukundram_Echur_DPP (Tamil Nadu),Y,Y,N,Y,N,True
603105,,Thiruporur_Rountana_DPP (Tamil Nadu),Y,Y,N,Y,N,False
603109,,Tirukalukundram_Echur_DPP (Tamil Nadu),Y,Y,N,Y,N,True
603110,,Thiruporur_Rountana_DPP (Tamil Nadu),Y,Y,N,Y,N,False
603127,,Tirukalukundram_Echur_DPP (Tamil Nadu),Y,Y,N,Y,N,True
603302,,Cheyyur_Pillayar_DPP (Tamil Nadu),Y,Y,N,Y,N,False
603305,,Kalpakkam_Meiyur_DPP (Tamil Nadu),Y,Y,N,Y,N,True
603307,,Tindivanam_Santhamedu_DPP (Tamil Nadu),Y,Y,N,Y,N,False
603401,,Marakkanam_SaltRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
604101,,Tindivanam_Santhamedu_DPP (Tamil Nadu),Y,Y,N,Y,N,False
604102,,Tindivanam_Santhamedu_DPP (Tamil Nadu),Y,Y,N,Y,N,False
604204,,Chetpet_PoliceStn_DPP (Tamil Nadu),Y,Y,N,Y,N,True
604206,,Tindivanam_Santhamedu_DPP (Tamil Nadu),Y,Y,N,Y,N,False
604207,,Tindivanam_Santhamedu_DPP (Tamil Nadu),Y,Y,N,Y,N,False
604208,,Chetpet_PoliceStn_DPP (Tamil Nadu),Y,Y,N,Y,N,True
604301,,Tindivanam_Santhamedu_DPP (Tamil Nadu),Y,Y,N,Y,N,False
604302,,Tindivanam_Santhamedu_DPP (Tamil Nadu),Y,Y,N,Y,N,False
604303,,Marakkanam_SaltRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
604304,,Tindivanam_Santhamedu_DPP (Tamil Nadu),Y,Y,N,Y,N,False
604305,,Tindivanam_Santhamedu_DPP (Tamil Nadu),Y,Y,N,Y,N,False
604306,,Tindivanam_Santhamedu_DPP (Tamil Nadu),Y,Y,N,Y,N,False
604307,,Tindivanam_Santhamedu_DPP (Tamil Nadu),Y,Y,N,Y,N,False
604406,,Tindivanam_Santhamedu_DPP (Tamil Nadu),Y,Y,N,Y,N,False
604501,,Chetpet_PoliceStn_DPP (Tamil Nadu),Y,Y,N,Y,N,True
604502,,Chetpet_PoliceStn_DPP (Tamil Nadu),Y,Y,N,Y,N,True
604503,,Chetpet_PoliceStn_DPP (Tamil Nadu),Y,Y,N,Y,N,True
605754,,Memalur_ThirkvlurMnRD_DPP (Tamil Nadu),Y,Y,N,Y,N,False
605757,,Thirukoilure_TVN_D (Tamil Nadu),Y,Y,N,Y,N,True
605759,,Thirukoilure_TVN_D (Tamil Nadu),Y,Y,N,Y,N,True
605766,,Memalur_ThirkvlurMnRD_DPP (Tamil Nadu),Y,Y,N,Y,N,False
606104,,Ulundurpet_HarishNgr_D (Tamil Nadu),Y,Y,N,Y,N,True
606701,,Chengam_kuppnthmRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
606703,,Chengam_kuppnthmRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
606704,,Chengam_kuppnthmRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
606705,,Chengam_kuppnthmRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
606706,,Chengam_kuppnthmRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
606709,,Chengam_kuppnthmRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
606710,,Tiruvanamalai_Vjylkxmi_D (Tamil Nadu),Y,Y,N,Y,N,True
606751,,Polur_JaiNagar_D (Tamil Nadu),Y,Y,Y,Y,Y,True
606801,,Chetpet_PoliceStn_DPP (Tamil Nadu),Y,Y,N,Y,N,True
606802,,Polur_JaiNagar_D (Tamil Nadu),Y,Y,Y,Y,Y,True
606803,,Polur_JaiNagar_D (Tamil Nadu),Y,Y,Y,Y,Y,True
606807,,Chetpet_PoliceStn_DPP (Tamil Nadu),Y,Y,N,Y,N,True
606901,,Polur_JaiNagar_D (Tamil Nadu),Y,Y,Y,Y,Y,True
606902,,Chetpet_PoliceStn_DPP (Tamil Nadu),Y,Y,N,Y,N,True
606904,,Polur_JaiNagar_D (Tamil Nadu),Y,Y,Y,Y,Y,True
606906,,Polur_JaiNagar_D (Tamil Nadu),Y,Y,Y,Y,Y,True
606907,,Polur_JaiNagar_D (Tamil Nadu),Y,Y,Y,Y,Y,True
606908,,Polur_JaiNagar_D (Tamil Nadu),Y,Y,Y,Y,Y,True
607201,,Ulundurpet_HarishNgr_D (Tamil Nadu),Y,Y,N,Y,N,True
608001,,Chidambaram_Manalur_D (Tamil Nadu),Y,Y,N,Y,N,True
608002,,Chidambaram_Manalur_D (Tamil Nadu),Y,Y,N,Y,N,True
608102,,Chidambaram_Manalur_D (Tamil Nadu),Y,Y,N,Y,N,True
608201,,Chidambaram_Manalur_D (Tamil Nadu),Y,Y,N,Y,N,True
608305,,Chidambaram_Manalur_D (Tamil Nadu),Y,Y,N,Y,N,True
608401,,Chidambaram_Manalur_D (Tamil Nadu),Y,Y,N,Y,N,True
608501,,Chidambaram_Manalur_D (Tamil Nadu),Y,Y,N,Y,N,True
608502,,Chidambaram_Manalur_D (Tamil Nadu),Y,Y,N,Y,N,True
608601,,Chidambaram_Manalur_D (Tamil Nadu),Y,Y,N,Y,N,True
608602,,Chidambaram_Manalur_D (Tamil Nadu),Y,Y,N,Y,N,True
608702,,Chidambaram_Manalur_D (Tamil Nadu),Y,Y,N,Y,N,True
608704,,Chidambaram_Manalur_D (Tamil Nadu),Y,Y,N,Y,N,True
609101,,Sirkazhi_Thenpathi_DPP (Tamil Nadu),Y,Y,N,Y,N,True
609106,,Sirkazhi_Thenpathi_DPP (Tamil Nadu),Y,Y,N,Y,N,True
609107,,Sirkazhi_Thenpathi_DPP (Tamil Nadu),Y,Y,N,Y,N,True
609108,,Sirkazhi_Thenpathi_DPP (Tamil Nadu),Y,Y,N,Y,N,True
609109,,Sirkazhi_Thenpathi_DPP (Tamil Nadu),Y,Y,N,Y,N,True
609110,,Sirkazhi_Thenpathi_DPP (Tamil Nadu),Y,Y,N,Y,N,True
609111,,Sirkazhi_Thenpathi_DPP (Tamil Nadu),Y,Y,N,Y,N,True
609114,,Sirkazhi_Thenpathi_DPP (Tamil Nadu),Y,Y,N,Y,N,True
609116,,Sirkazhi_Thenpathi_DPP (Tamil Nadu),Y,Y,N,Y,N,True
609117,,Sirkazhi_Thenpathi_DPP (Tamil Nadu),Y,Y,N,Y,N,True
610101,,Thiruvarur_Thandalai_DPP (Tamil Nadu),Y,Y,N,Y,N,True
610103,,Thiruvarur_VasanNgr_DPP (Tamil Nadu),Y,Y,N,Y,N,True
610104,,Thiruvarur_Thandalai_DPP (Tamil Nadu),Y,Y,N,Y,N,True
614204,,Ayyampettai_Salai_DPP (Tamil Nadu),Y,Y,N,Y,N,True
614205,,Ayyampettai_Salai_DPP (Tamil Nadu),Y,Y,N,Y,N,True
614207,,Ayyampettai_Salai_DPP (Tamil Nadu),Y,Y,N,Y,N,True
614210,,Ayyampettai_Salai_DPP (Tamil Nadu),Y,Y,N,Y,N,True
621015,,Thuraiyur_Nathnngr_DPP (Tamil Nadu),Y,Y,N,Y,N,True
621016,,Thuraiyur_Nathnngr_DPP (Tamil Nadu),Y,Y,N,Y,N,True
621018,,Thuraiyur_Nathnngr_DPP (Tamil Nadu),Y,Y,N,Y,N,True
622102,,Tiruchi_Navalur_L (Tamil Nadu),Y,Y,Y,Y,Y,True
624401,,Natham_CPCmplx_DPP (Tamil Nadu),Y,Y,N,Y,N,False
625566,,Madurai_Utchapatti_L (Tamil Nadu),Y,Y,Y,Y,Y,True
625605,,Theni_Annanji_DPP (Tamil Nadu),Y,Y,N,Y,N,True
626002,,Virudhunagar_Allampatti_DPP (Tamil Nadu),Y,Y,N,Y,N,True
626003,,Virudhunagar_Allampatti_DPP (Tamil Nadu),Y,Y,N,Y,N,True
626109,,Virudhunagar_Allampatti_DPP (Tamil Nadu),Y,Y,N,Y,N,True
626204,,Virudhunagar_Allampatti_DPP (Tamil Nadu),Y,Y,N,Y,N,True
627425,,Vickramasingapuram_Pasukidaivilai_DPP (Tamil Nadu),Y,Y,N,Y,N,True
631001,,Arakkonam_Ratanchand_D (Tamil Nadu),Y,Y,N,Y,N,True
631003,,Arakkonam_Ratanchand_D (Tamil Nadu),Y,Y,N,Y,N,True
631006,,Arakkonam_Ratanchand_D (Tamil Nadu),Y,Y,N,Y,N,True
631051,,Arakkonam_Ratanchand_D (Tamil Nadu),Y,Y,N,Y,N,True
631101,,Arakkonam_Ratanchand_D (Tamil Nadu),Y,Y,N,Y,N,True
631205,,Sholinghur_AmrvthiNgr_DPP (Tamil Nadu),Y,Y,N,Y,N,True
632505,,Sholinghur_AmrvthiNgr_DPP (Tamil Nadu),Y,Y,N,Y,N,True
632514,,Sholinghur_AmrvthiNgr_DPP (Tamil Nadu),Y,Y,N,Y,N,True
635207,,Uthangarai_BusDippo_DPP (Tamil Nadu),Y,Y,N,Y,N,True
635307,,Uthangarai_BusDippo_DPP (Tamil Nadu),Y,Y,N,Y,N,True
636111,,Mettala_Rasipuram_D (Tamil Nadu),Y,Y,Y,Y,Y,True
636113,,Mettala_Rasipuram_D (Tamil Nadu),Y,Y,N,Y,N,True
636118,,Mettala_Rasipuram_D (Tamil Nadu),Y,Y,Y,Y,Y,True
636142,,Mettala_Rasipuram_D (Tamil Nadu),Y,Y,Y,Y,Y,True
636202,,Mettala_Rasipuram_D (Tamil Nadu),Y,Y,Y,Y,Y,True
636456,,Mettur_Samballi_D (Tamil Nadu),Y,Y,Y,Y,Y,True
636703,,Dharmapuri_RailwayStn_D (Tamil Nadu),Y,Y,N,Y,N,True
636805,,Palacode_Mklmptri_D (Tamil Nadu),Y,Y,N,Y,N,True
636806,,Palacode_Mklmptri_D (Tamil Nadu),Y,Y,N,Y,N,True
636808,,Palacode_Mklmptri_D (Tamil Nadu),Y,Y,N,Y,N,True
636810,,Pennagaram_Mangarai_D (Tamil Nadu),Y,Y,Y,Y,Y,True
636812,,Palacode_Mklmptri_D (Tamil Nadu),Y,Y,N,Y,N,True
637104,,Sankari_Trchngrd_D (Tamil Nadu),Y,Y,N,Y,N,True
637107,,Sankari_Trchngrd_D (Tamil Nadu),Y,Y,N,Y,N,True
637208,,Velur_ChakraNgr_DPP (Tamil Nadu),Y,Y,N,Y,N,False
638051,,Perundurai_KovaiRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
638052,,Perundurai_KovaiRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
638053,,Perundurai_KovaiRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
638054,,Perundurai_KovaiRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
638055,,Perundurai_KovaiRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
638056,,Perundurai_KovaiRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
638057,,Perundurai_KovaiRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
638103,,Perundurai_KovaiRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
638112,,Perundurai_KovaiRd_DPP (Tamil Nadu),Y,Y,N,Y,N,False
638116,,Perundurai_KovaiRd_DPP (Tamil Nadu),Y,Y,Y,Y,Y,False
638181,,Velur_ChakraNgr_DPP (Tamil Nadu),Y,Y,N,Y,N,False
638182,,Velur_ChakraNgr_DPP (Tamil Nadu),Y,Y,N,Y,N,False
638301,,Anthiyur_Thavittuplym_DPP (Tamil Nadu),Y,Y,N,Y,N,True
638311,,Anthiyur_Thavittuplym_DPP (Tamil Nadu),Y,Y,N,Y,N,True
638312,,Anthiyur_Thavittuplym_DPP (Tamil Nadu),Y,Y,N,Y,N,True
